"oid","selectionName","subjectArea","maxSelections","minSelections","allowAlternates","sequenceNumber","instructions","gradeLevel","academicTrackOid"
"ATS000002nzsdp","Science - All Year","Science - Semester 1 & 2","2","0","true","44","<p>Science is optional for Post-Graduates. Chemistry, Physics, and Ecology are year-long courses, so you should select both semester below; all other courses are semester-long. Courses ending in an odd number are first semester; even numbers are second semester.</p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p>","13","ATR000002nzscf"
"ATS000002nzsdr","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math is optional for Post-Graduates.</p><p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p>","13","ATR000002nzscf"
"ATS000002nzsds","Creative Writing Electives","Cr. Writ. Elect - Sem1&2","2","0","false","82","<p>You are eligible to take any one of the following electives.  However, your ability to take any of these courses may depend upon available space. The odd numbered courses are first semester and the even numbered courses are second semester.</p><p>To read more about Creative Writing courses please click<a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank""> here</a>.</p>","13","ATR000002nzscf"
"ATS000002nzsdx","History - Semester 2","History - Semester 2","1","0","true","37","<p>Taking History as a Post-Graduate is optional. To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","13","ATR000002nzscf"
"ATS000002olAgD","Theatre Electives -Full Year","Theatre Elect -all year","2","0","true","111","<p>As a non-Theatre student, the following electives are available to you.  If you are interested in taking another Theatre class, there must be space available in the class and you may have to audition for Theatre in order to be eligible. Odd numbered courses are semester 1; even are semester 2. Fundamentals of Design is a year-long course; all others are one semester.</p><p>To read more about Theatre Performance offerings please click <a href=""https://docs.google.com/document/d/1Uc6huvKq7EYUyrweKb1Hd8UlLKQDToyWVo3IPrFe2dQ/edit"" target=""_blank"">here</a>.</p><p>To learn more about Technical Theatre classes click <a href=""https://docs.google.com/document/d/1Tl97EgLqmoN_Q9dW7wf6Id1icsdo1cNT1xhbEY29BcM/edit"" target=""_blank"">here</a>.</p>","13","ATR000002nzscf"
"ATS000002olRfP","Visual Arts Electives","VA Elect - all year","2","0","true","102","<p>As a non-Visual Arts major, the following electives are available based on space in the class. Aesthetics of Health and The Art of Ecology are year-long courses; please select both semesters if you choose those classes. Odd numbered courses are semester 1; even are semester 2.</p>","13","ATR000002nzscf"
"ATS000002uGFcv","English - Semester 2","English - Semester 2","2","0","true","18","<p>Please select <strong>ONE</strong> English course per semester.  To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing offerings that may be taken for English credit, click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement needed.</p>","13","ATR000002nzscf"
"ATS000002uGFUF","Comparative Arts Required Courses - year long","Arts Required - Sem 1 & 2","2","2","false","61","<p>As a Comparative Arts sophomore you must select both semesters of The Creative Process: Comparative Arts Seminar.</p>","13","ATR000002nzscf"
"ATS000002xkT7x","English - Semester 1","English - Semester 1","2","1","true","10","<p>Please select <strong>ONE</strong> English course per semester. To read more about the English department offerings please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>. To read more about Creative Writing courses that may be taken for English credit, please click <a href=""https://docs.google.com/document/d/1NPLvc7g_32GaLVup1hybz19n0gAO0MvjgbHyei5qnwQ/edit"" target=""_blank"">here</a>. If English is your second language, please select EL Placement Needed.</p><p> </p>","13","ATR000002nzscf"
"ATS000002olmB6","MPA Required Courses - year long","Arts Required - Sem 1 & 2","4","2","false","61","<p>As an MPA major you should select both sections of MPA Forum listed below. New students are also required to take Intro to Screenwriting and Story. Other individual classes within your major will be determined by your faculty.</p>","10","ATR000002oljyv"
"ATS000002uGN2h","Other Arts Electives","Arts Electives","4","0","true","0","<p>These classes are open to all majors, space-permitting and depending upon availability in your schedule. Odd numbered classes are first semester; even are second semester. If you are interested in taking an elective not listed below, leave a note in the Notes for Counselor box about your request.</p>","10","ATR000002oljyv"
"ATS000002uGW4b","English - Semester 1","English - Semester 1","1","1","false","8","<p>As a sophomore you must enroll in English II. To read more about the English II curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second language, please select EL Placement Needed.</p>","10","ATR000002oljyv"
"ATS000002uGW69","English - Semester 2","English - Semester 2","1","1","false","16","<p>As a sophomore you must enroll in English II. To read more about the English II curriculum please click <a href=""https://docs.google.com/document/d/1rHC3oGC7vlH9HqeorpJ0-85Ggvs7C7xzuJ7CrSoxHdE/edit"" target=""_blank"">here</a>.</p><p>If English is your second langauge, please select EL Placement Needed.</p>","10","ATR000002oljyv"
"ATS000002uGW7Z","History - Semester 1","History - Semester 1","1","0","false","31","<p>If you did not take a World History class as a freshman or over the summer, you must select World History.</p><p>If you took World History last year, please sign up for Biology. If you took both World History and Biology as a freshman, please indicate so in the <strong>Notes to Counselor</strong> section. Your counselor will help you determine an alternative course plan.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","10","ATR000002oljyv"
"ATS000002uGW8H","History - Semester 2","History - Semester 2","1","0","false","36","<p>If you did not take a World History class as a freshman or over the summer, you must select World History.</p><p>If you took World History last year, please sign up for Biology. If you took both World History and Biology as a freshman, please indicate so in the <strong>Notes to Counselor</strong> section. Your counselor will help you determine an alternative course plan.</p><p>To read more about the History department please click <a href=""https://docs.google.com/document/d/1-65WVmXc7dKXwXcoYWxO1fNzzk1FI8pko5m4m59armQ/edit"" target=""_blank"">here</a>.</p>","10","ATR000002oljyv"
"ATS000002uGW8z","Interlochen 101","Interlochen 101","1","0","false","0","<p>This course is required for new sophomores.</p>","10","ATR000002oljyv"
"ATS000002uGWBh","Science - All Year","Science - Semester 1 & 2","2","0","true","41","<p>Most sophomores will take World History instead of a science. However, if you have not taken Biology and have space in your schedule, you should take Biology. If you are currently enrolled in Algebra II or higher, you are eligible for Chemistry or Physics.  </p><p>To read more about the Science department's offerings please click <a href=""https://docs.google.com/document/d/1H-x-y3lLhkRrpTfK4gjZmCGPx-fLmnhU7ZqDlOQzNoU/edit"" target=""_blank"">here</a>.</p><p>If you are selecting a science course, be sure to select both semesters of the course listed below. Odd numbered courses are semester 1; even are semester 2.</p>","10","ATR000002oljyv"
"ATS000002uGWDv","World Languages - All Year","World Lang. - Sem. 1 & 2","2","0","true","51","<p>Please be sure to select both semesters of your world language course which are listed below. Odd numbered courses are semester 1; even are semester 2.</p><p>To learn more about our World Language courses please click <a href=""https://docs.google.com/document/d/1YTibTDItY70180jYwZZJaZNc1w9T7CYUMCFktdPaoh0/edit"" target=""_blank"">here</a>.</p>","10","ATR000002oljyv"
"ATS000002xkTR3","Math - All Year","Math - Semester 1 & 2","3","0","false","21","<p>Math courses are year-long and are typically taken in this order: Algebra I, Geometry, Algebra II, Advanced Math or Precalculus, AP Calculus or AP Statistics. Be sure to select both semesters of the course you choose to take. (First semester courses end in an odd number; second semester, even). Computer Science Discoveries is a semester-long elective that is offered both semesters.</p><p>Interlochen requires two years of math to graduate, but most colleges require three to four years of math, including at least one year beyond Algebra II.</p><p>If you have completed Algebra II, please read the course descriptions for Advanced Math and Precalculus to determine which course is the best option for you.</p><p>To read more about the Math department click <a href=""https://docs.google.com/document/d/1rtHhjuMD5B0eAQWAq-s5UWtB4WDHNxSQk-TNRyg023c/edit"" target=""_blank"">here</a>.</p><p> </p>","10","ATR000002oljyv"
"ATS000002uGMD9","MPA Required Courses - year long","Arts Required - Sem 1 & 2","4","2","false","61","<p>As an MPA major you are required to take the classes below. Other individual classes within your major will be determined by your faculty.</p>","09","ATR000002oljyv"
